Item ID,Country,Language,Item title,Issue title,Severity,Source,Channel,Product type,Custom label 0,Custom label 1,Custom label 2,Custom label 3,Custom label 4,Category,Additional information
wsyosndf,US,en,"Grandpa shark svg bundle shark family svg, shark svg , cricut, digital download, grandpa shark svg, baby shark svg, dxf, svg, cut file",Ineligible for enhanced listings,DISAPPROVED,Merchant Center,online,,,,,,,,
